wkt_geom,UPJONG1_NM,UPJONG2_NM,UPJONG3_NM,STORE_NM,ADDRESS,PHONE,입력주소,X,Y,CLSS,PNU,주소구분,표준신주소,표준구주소,우편번호
Point (193139.50308011114248075 449960.9928896869532764),음식,양식,정통양식/경양식,웃사브,서울특별시 마포구 상수동 92-3 외1필지 1층,,서울특별시 마포구 상수동 92-3 외1필지 1층,126.922364,37.549141,정좌표,1.14E+18,구주소,서울특별시 마포구 와우산로11길 10,서울특별시 마포구 상수동 92-3,4049
Point (192467.79394222304108553 449930.83104060217738152),음식,분식,라면김밥분식,유림분식,서울특별시 마포구 합정동 414-20,02-322-7479,서울특별시 마포구 합정동 414-20,126.914763,37.548864,정좌표,1.14E+18,구주소,서울특별시 마포구 독막로 11,서울특별시 마포구 합정동 414-20,4046
Point (192657.85481143969809636 450209.90695241547655314),음식,한식,한식/백반/한정식,서교식당,서울특별시 마포구 서교동 395-166 지하1층,02-334-8860,서울특별시 마포구 서교동 395-166 지하1층,126.916911,37.55138,정좌표,1.14E+18,구주소,서울특별시 마포구 양화로 78,서울특별시 마포구 서교동 395-166,4043
Point (193026.4868938482250087 449862.75156580726616085),음식,분식,우동전문점,겐로쿠우동,서울특별시 마포구 상수동 316-3 지하 103호,,서울특별시 마포구 상수동 316-3 지하 103호,126.921086,37.548255,정좌표,1.14E+18,구주소,서울특별시 마포구 와우산로13길 49-10,서울특별시 마포구 상수동 316-3,4049
Point (192509.93588422975153662 449920.24907245341455564),음식,한식,한식/백반/한정식,송서방네,서울특별시 마포구 합정동 413-26 1층,,서울특별시 마포구 합정동 413-26 1층,126.91524,37.548769,정좌표,1.14E+18,구주소,서울특별시 마포구 독막로 15,서울특별시 마포구 합정동 413-26,4046
Point (193035.73315816989634186 450034.88629985647276044),음식,유흥주점,호프/맥주,놀이터,서울특별시 마포구 서교동 408-9 지1층,,서울특별시 마포구 서교동 408-9 지1층,126.921189,37.549806,정좌표,1.14E+18,구주소,서울특별시 마포구 어울마당로 54,서울특별시 마포구 서교동 408-9,4049
Point (193088.73683313155197538 450121.41274275380419567),음식,유흥주점,호프/맥주,호브이투,서울특별시 마포구 서교동 407-24 1층,,서울특별시 마포구 서교동 407-24 1층,126.921788,37.550586,정좌표,1.14E+18,구주소,서울특별시 마포구 잔다리로 11,서울특별시 마포구 서교동 407-24,4049
Point (192849.96648496546549723 450011.9585848820861429),음식,유흥주점,빠/카페/스탠드빠,카페 이누,서울특별시 마포구 서교동 398-16 2층,,서울특별시 마포구 서교동 398-16 2층,126.919087,37.549598,정좌표,1.14E+18,구주소,서울특별시 마포구 어울마당로5길 28,서울특별시 마포구 서교동 398-16,4047
Point (193047.34498929767869413 449972.05732342391274869),음식,유흥주점,빠/카페/스탠드빠,아타이,서울특별시 마포구 서교동 408-18 지1층,,서울특별시 마포구 서교동 408-18 지1층,126.921321,37.54924,정좌표,1.14E+18,구주소,서울특별시 마포구 와우산로17길 19-24,서울특별시 마포구 서교동 408-18,4049
Point (193186.42277653026394546 450064.50614735431736335),음식,양식,정통양식/경양식,비닐,서울특별시 마포구 서교동 411-1 1층,,서울특별시 마포구 서교동 411-1 1층,126.922894,37.550074,정좌표,1.14E+18,구주소,서울특별시 마포구 와우산로 61-1,서울특별시 마포구 서교동 411-1,4049
Point (192878.63463914560270496 449849.22545390634331852),음식,한식,한식/백반/한정식,육값하네,서울특별시 마포구 합정동 410-2,02-325-9770,서울특별시 마포구 합정동 410-2,126.919413,37.548132,정좌표,1.14E+18,구주소,서울특별시 마포구 독막로 55,서울특별시 마포구 합정동 410-2,4048
Point (192795.38997443456901237 450255.29166111559607089),음식,유흥주점,빠/카페/스탠드빠,핑크홀,서울특별시 마포구 서교동 395-5 지1층,02-323-6614,서울특별시 마포구 서교동 395-5 지1층,126.918467,37.55179,정좌표,1.14E+18,구주소,서울특별시 마포구 양화로12길 24,서울특별시 마포구 서교동 395-5,4043
Point (192756.60146291716955602 449853.88146318477811292),음식,분식,라면김밥분식,우리분식,서울특별시 마포구 합정동 411-13,02-337-2022,서울특별시 마포구 합정동 411-13,126.918032,37.548173,정좌표,1.14E+18,구주소,서울특별시 마포구 독막로 41,서울특별시 마포구 합정동 411-13,4047
Point (193007.47150874335784465 450053.55603778170188889),음식,양식,정통양식/경양식,하바나,서울특별시 마포구 서교동 403-15 지하1층,02-335-6709,서울특별시 마포구 서교동 403-15 지하1층,126.920869,37.549974,정좌표,1.14E+18,구주소,서울특별시 마포구 어울마당로 53,서울특별시 마포구 서교동 403-15,4048
Point (192479.40378417671308853 449968.00153064774349332),음식,분식,라면김밥분식,다오고김밥,서울특별시 마포구 합정동 414-16 1층,,서울특별시 마포구 합정동 414-16 1층,126.914894,37.549199,정좌표,1.14E+18,구주소,서울특별시 마포구 양화로6길 14,서울특별시 마포구 합정동 414-16,4046
Point (193051.96042434679111466 450102.02050404256442562),음식,유흥주점,관광/유흥주점,시암타이,서울 마포구 서교동 407-21번지,02-323-4201,서울 마포구 서교동 407-21번지,126.921372,37.550411,정좌표,1.14E+18,구주소,서울특별시 마포구 어울마당로 60,서울특별시 마포구 서교동 407-21,4049
Point (192982.15031048379023559 449996.30754015251295641),음식,일식/수산물,낙지/오징어,충무로본쭈꾸미,서울특별시 마포구 서교동 403-16 1층,02-324-0803,서울특별시 마포구 서교동 403-16 1층,126.920583,37.549458,정좌표,1.14E+18,구주소,서울특별시 마포구 어울마당로 47,서울특별시 마포구 서교동 403-16,4048
Point (192906.96449206685065292 450013.46355752396630123),음식,양식,정통양식/경양식,바삭,서울특별시 마포구 서교동 404-19 가물빌딩 2층,,서울특별시 마포구 서교동 404-19 가물빌딩 2층,126.919732,37.549612,정좌표,1.14E+18,구주소,서울특별시 마포구 독막로7길 42,서울특별시 마포구 서교동 404-19,4048
Point (193007.47150874335784465 450053.55603778170188889),음식,한식,한식/백반/한정식,남촌,서울특별시 마포구 서교동 403-15,02-323-6823,서울특별시 마포구 서교동 403-15,126.920869,37.549974,정좌표,1.14E+18,구주소,서울특별시 마포구 어울마당로 53,서울특별시 마포구 서교동 403-15,4048
Point (192915.23732569787534885 450077.60761189326876774),음식,유흥주점,빠/카페/스탠드빠,우드스탁,서울특별시 마포구 서교동 395-21 지층,,서울특별시 마포구 서교동 395-21 지층,126.919825,37.55019,정좌표,1.14E+18,구주소,서울특별시 마포구 독막로7길 53,서울특별시 마포구 서교동 395-21,4043
Point (193075.10176549741299823 450089.34853930049575865),음식,한식,갈비/삼겹살,화로가인홍대점,"서울특별시 마포구 서교동 407-18 지하1층,지상1층",02-336-8202,"서울특별시 마포구 서교동 407-18 지하1층,지상1층",126.921634,37.550297,정좌표,1.14E+18,구주소,서울특별시 마포구 와우산로17길 24,서울특별시 마포구 서교동 407-18,4049
Point (193044.02261353650828823 449909.01888415624853224),음식,양식,정통양식/경양식,포카치아,서울특별시 마포구 상수동 313-1 지1층 우측,,서울특별시 마포구 상수동 313-1 지1층 우측,126.921284,37.548672,정좌표,1.14E+18,구주소,서울특별시 마포구 독막로15길 3-18,서울특별시 마포구 상수동 313-1,4049
Point (192949.26813716866308823 449985.01459862873889506),음식,분식,라면김밥분식,고엔,서울특별시 마포구 서교동 403-23 지1층,,서울특별시 마포구 서교동 403-23 지1층,126.920211,37.549356,정좌표,1.14E+18,구주소,서울특별시 마포구 독막로9길 26,서울특별시 마포구 서교동 403-23,4048
Point (193133.88394864645670168 450111.94131751218810678),음식,유흥주점,룸살롱/단란주점,에이엔케이,서울특별시 마포구 서교동 407-27,02-3141-1612,서울특별시 마포구 서교동 407-27,126.922299,37.550501,정좌표,1.14E+18,구주소,서울특별시 마포구 잔다리로 5-1,서울특별시 마포구 서교동 407-27,4049
Point (193150.86535974350408651 450023.1368335344013758),음식,유흥주점,빠/카페/스탠드빠,반지하드림,서울특별시 마포구 서교동 411-5 지하 102호,,서울특별시 마포구 서교동 411-5 지하 102호,126.922492,37.549701,정좌표,1.14E+18,구주소,서울특별시 마포구 와우산로15길 11,서울특별시 마포구 서교동 411-5,4049
Point (192610.93973398910020478 449919.38170837517827749),음식,유흥주점,빠/카페/스탠드빠,럭키스트라이크,서울특별시 마포구 합정동 413-15 1층,,서울특별시 마포구 합정동 413-15 1층,126.916383,37.548762,정좌표,1.14E+18,구주소,서울특별시 마포구 독막로3길 7,서울특별시 마포구 합정동 413-15,4046
Point (193019.72922162635950372 450128.68466652929782867),음식,분식,라면김밥분식,스푼,서울특별시 마포구 서교동 405-1,02-335-5909,서울특별시 마포구 서교동 405-1,126.921007,37.550651,정좌표,1.14E+18,구주소,서울특별시 마포구 잔다리로 17,서울특별시 마포구 서교동 405-1,4048
Point (193034.59896487096557394 449946.87370890955207869),음식,한식,한식/백반/한정식,시로,서울특별시 마포구 서교동 408-25 지층 오른쪽,,서울특별시 마포구 서교동 408-25 지층 오른쪽,126.921177,37.549013,정좌표,1.14E+18,구주소,서울특별시 마포구 와우산로15길 40,서울특별시 마포구 서교동 408-25,4049
Point (192900.30785341278533451 449979.3959037087042816),음식,유흥주점,호프/맥주,비하인드,서울특별시 마포구 서교동 404-26 1층,02-337-7374,서울특별시 마포구 서교동 404-26 1층,126.919657,37.549305,정좌표,1.14E+18,구주소,서울특별시 마포구 어울마당로5길 18,서울특별시 마포구 서교동 404-26,4048
Point (192948.60349828394828364 450138.95564023742917925),음식,유흥주점,빠/카페/스탠드빠,디지비디,서울특별시 마포구 서교동 395-17 B1,02-322-3792,서울특별시 마포구 서교동 395-17 B1,126.920202,37.550743,정좌표,1.14E+18,구주소,서울특별시 마포구 잔다리로 23,서울특별시 마포구 서교동 395-17,4043
Point (193179.5289945091935806 449955.410529704997316),음식,한식,한식/백반/한정식,샤,서울특별시 마포구 상수동 93-86,,서울특별시 마포구 상수동 93-86,126.922817,37.549091,정좌표,1.14E+18,구주소,서울특별시 마포구 와우산로 51,서울특별시 마포구 상수동 93-86,4049
Point (193051.96042434679111466 450102.02050404256442562),음식,유흥주점,빠/카페/스탠드빠,브랜누,서울특별시 마포구 서교동 407-21 지하1층,02-338-1230,서울특별시 마포구 서교동 407-21 지하1층,126.921372,37.550411,정좌표,1.14E+18,구주소,서울특별시 마포구 어울마당로 60,서울특별시 마포구 서교동 407-21,4049
Point (192535.99843994417460635 449913.56633168994449079),음식,별식/퓨전요리,죽전문점,맛죽합정점,서울특별시 마포구 합정동 413-3 미래빌딩1층,,서울특별시 마포구 합정동 413-3 미래빌딩1층,126.915535,37.548709,정좌표,1.14E+18,구주소,서울특별시 마포구 독막로 17-1,서울특별시 마포구 합정동 413-3,4046
Point (192930.75745352613739669 449935.75162581785116345),음식,분식,국수/만두/칼국수,유승칼국수,서울특별시 마포구 서교동 402-13,02-3141-3992,서울특별시 마포구 서교동 402-13,126.920002,37.548912,정좌표,1.14E+18,구주소,서울특별시 마포구 어울마당로5길 7,서울특별시 마포구 서교동 402-13,4048
Point (192892.67117354611400515 450039.3359968769364059),음식,유흥주점,꼬치구이전문점,피칸테홍대점,서울특별시 마포구 서교동 395-23 1층,,서울특별시 마포구 서교동 395-23 1층,126.91957,37.549845,정좌표,1.14E+18,구주소,서울특별시 마포구 독막로7길 45,서울특별시 마포구 서교동 395-23,4043
Point (192870.09967019635951146 449995.0710932407528162),음식,유흥주점,빠/카페/스탠드빠,코르크,서울특별시 마포구 서교동 398-10 1층,,서울특별시 마포구 서교동 398-10 1층,126.919315,37.549446,정좌표,1.14E+18,구주소,서울특별시 마포구 독막로7길 33,서울특별시 마포구 서교동 398-10,4047
Point (193018.60927268661907874 449952.65850982238771394),음식,유흥주점,빠/카페/스탠드빠,홍대야,서울특별시 마포구 서교동 408-26,02-3141-4043,서울특별시 마포구 서교동 408-26,126.920996,37.549065,정좌표,1.14E+18,구주소,서울특별시 마포구 어울마당로 46,서울특별시 마포구 서교동 408-26,4049
Point (192699.19911134021822363 449896.32914835039991885),음식,유흥주점,빠/카페/스탠드빠,올라리사,서울특별시 마포구 합정동 412-2 1층,02-332-7701,서울특별시 마포구 합정동 412-2 1층,126.917382,37.548555,정좌표,1.14E+18,구주소,서울특별시 마포구 양화로6길 60,서울특별시 마포구 합정동 412-2,4047
Point (192488.16941993599175476 449987.08355123625369743),음식,한식,갈비/삼겹살,마포소문난족발,서울특별시 마포구 서교동 394-57 지하1층,,서울특별시 마포구 서교동 394-57 지하1층,126.914993,37.549371,정좌표,1.14E+18,구주소,서울특별시 마포구 양화로6길 9,서울특별시 마포구 서교동 394-57,4044
Point (192501.08015031629474834 449997.171803496661596),음식,한식,한식/백반/한정식,다북어국,서울특별시 마포구 서교동 394-90 외1필지 101호,02-3141-0100,서울특별시 마포구 서교동 394-90 외1필지 101호,126.915139,37.549462,정좌표,1.14E+18,구주소,서울특별시 마포구 양화로6길 9-6,서울특별시 마포구 서교동 394-90,4044
Point (193179.5289945091935806 449955.410529704997316),음식,일식/수산물,음식점-초밥전문,스시진,서울특별시 마포구 상수동 93-86 2층,,서울특별시 마포구 상수동 93-86 2층,126.922817,37.549091,정좌표,1.14E+18,구주소,서울특별시 마포구 와우산로 51,서울특별시 마포구 상수동 93-86,4049
Point (192598.92426553892437369 449922.27809364610584453),음식,한식,한식/백반/한정식,보리울,서울특별시 마포구 합정동 413-16 1층,,서울특별시 마포구 합정동 413-16 1층,126.916247,37.548788,정좌표,1.14E+18,구주소,서울특별시 마포구 양화로6길 38,서울특별시 마포구 합정동 413-16,4046
Point (192947.63749393669422716 450041.95286744751501828),음식,유흥주점,빠/카페/스탠드빠,네모,서울특별시 마포구 서교동 404-12 1층,,서울특별시 마포구 서교동 404-12 1층,126.920192,37.549869,정좌표,1.14E+18,구주소,서울특별시 마포구 독막로9길 31-4,서울특별시 마포구 서교동 404-12,4048
Point (192626.60499217797769234 449946.55986890400527045),음식,분식,라면김밥분식,까사리까,서울특별시 마포구 서교동 394-13 3층,02-337-9016,서울특별시 마포구 서교동 394-13 3층,126.91656,37.549007,정좌표,1.14E+18,구주소,서울특별시 마포구 독막로3길 13,서울특별시 마포구 서교동 394-13,4044
Point (192547.44291405315743759 449963.72266936767846346),음식,다방/커피숍/카페,다방/커피숍/카페,게으른고양이,서울특별시 마포구 서교동 394-19 1층,,서울특별시 마포구 서교동 394-19 1층,126.915664,37.549161,정좌표,1.14E+18,구주소,서울특별시 마포구 양화로6길 27,서울특별시 마포구 서교동 394-19,4044
Point (193119.83864572268794291 450117.8353068606229499),음식,양식,정통양식/경양식,소젤리,서울특별시 마포구 서교동 407-26 우신빌딩 1층,,서울특별시 마포구 서교동 407-26 우신빌딩 1층,126.92214,37.550554,정좌표,1.14E+18,구주소,서울특별시 마포구 잔다리로 7,서울특별시 마포구 서교동 407-26,4049
Point (192975.72188177081989124 450127.27891539066331461),음식,일식/수산물,음식점-일식,다이미,서울특별시 마포구 서교동 405-5,02-335-6488,서울특별시 마포구 서교동 405-5,126.920509,37.550638,정좌표,1.14E+18,구주소,서울특별시 마포구 잔다리로 21-1,서울특별시 마포구 서교동 405-5,4048
Point (192976.21779691110714339 449982.21706829039612785),음식,한식,한식/백반/한정식,열 양푼이 매운 찜갈비,서울특별시 마포구 서교동 403-17,02-322-6064,서울특별시 마포구 서교동 403-17,126.920516,37.549331,정좌표,1.14E+18,구주소,서울특별시 마포구 어울마당로 45-1,서울특별시 마포구 서교동 403-17,4048
Point (193148.50334633031161502 450052.10666943888645619),음식,한식,한식/백반/한정식,스지큐,서울특별시 마포구 서교동 410-3 지1층,02-338-9929,서울특별시 마포구 서교동 410-3 지1층,126.922465,37.549962,정좌표,1.14E+18,구주소,서울특별시 마포구 와우산로15길 10,서울특별시 마포구 서교동 410-3,4049
Point (193035.82893173577031121 449832.88794453197624534),음식,유흥주점,호프/맥주,게이와품절남,서울특별시 마포구 상수동 316-8 외1필지 1층 우측,,서울특별시 마포구 상수동 316-8 외1필지 1층 우측,126.921192,37.547986,정좌표,1.14E+18,구주소,서울특별시 마포구 독막로 69,서울특별시 마포구 상수동 316-8,4049
Point (192454.63883074934710748 449943.71759548917179927),음식,분식,라면김밥분식,파시파시,서울특별시 마포구 합정동 414-19 1층,02-336-6315,서울특별시 마포구 합정동 414-19 1층,126.914614,37.54898,정좌표,1.14E+18,구주소,서울특별시 마포구 독막로 9,서울특별시 마포구 합정동 414-19,4046
Point (192903.46660090697696432 450056.5299215106642805),음식,유흥주점,빠/카페/스탠드빠,카페비,서울특별시 마포구 서교동 395-79 지하1층,,서울특별시 마포구 서교동 395-79 지하1층,126.919692,37.55,정좌표,1.14E+18,구주소,서울특별시 마포구 독막로7길 49,서울특별시 마포구 서교동 395-79,4043
Point (193126.02160918159643188 450007.84099873097147793),음식,유흥주점,빠/카페/스탠드빠,로스트서커스,서울특별시 마포구 서교동 411-17 지하1층,,서울특별시 마포구 서교동 411-17 지하1층,126.922211,37.549563,정좌표,1.14E+18,구주소,서울특별시 마포구 와우산로15길 19,서울특별시 마포구 서교동 411-17,4049
Point (193087.11881894918042235 450088.45062607701402158),음식,한식,갈비/삼겹살,화로사랑,서울특별시 마포구 서교동 407-17 1층,,서울특별시 마포구 서교동 407-17 1층,126.92177,37.550289,정좌표,1.14E+18,구주소,서울특별시 마포구 와우산로17길 22,서울특별시 마포구 서교동 407-17,4049
Point (192681.08959897788008675 449903.11535448173526675),음식,유흥주점,호프/맥주,올리브400,서울특별시 마포구 합정동 412-24 2층,,서울특별시 마포구 합정동 412-24 2층,126.917177,37.548616,정좌표,1.14E+18,구주소,서울특별시 마포구 양화로6길 54,서울특별시 마포구 합정동 412-24,4047
Point (192748.38886764348717406 450062.87917491624830291),음식,유흥주점,빠/카페/스탠드빠,홀리데이아파트먼트,서울특별시 마포구 서교동 397-11 1층,02-338-4431,서울특별시 마포구 서교동 397-11 1층,126.917937,37.550056,정좌표,1.14E+18,구주소,서울특별시 마포구 어울마당로5길 52,서울특별시 마포구 서교동 397-11,4047
Point (193148.9330947760026902 449823.1379462779732421),음식,한식,한식/백반/한정식,메이드인,서울특별시 마포구 상수동 310-3 외1필지 1층,,서울특별시 마포구 상수동 310-3 외1필지 1층,126.922472,37.547899,정좌표,1.14E+18,구주소,서울특별시 마포구 독막로 81,서울특별시 마포구 상수동 310-3,4049
Point (192831.85968824452720582 450021.74113979493267834),음식,분식,라면김밥분식,조잘조잘DIY분식,서울특별시 마포구 서교동 398-15 지1층,02-843-3872,서울특별시 마포구 서교동 398-15 지1층,126.918882,37.549686,정좌표,1.14E+18,구주소,서울특별시 마포구 어울마당로5길 34,서울특별시 마포구 서교동 398-15,4047
Point (192937.5788482156349346 449955.83466452913125977),음식,다방/커피숍/카페,다방/커피숍/카페,토끼의지혜,서울특별시 마포구 서교동 403-21 2층,02-332-1457,서울특별시 마포구 서교동 403-21 2층,126.920079,37.549093,정좌표,1.14E+18,구주소,서울특별시 마포구 독막로9길 18,서울특별시 마포구 서교동 403-21,4048
Point (193179.5289945091935806 449955.410529704997316),음식,다방/커피숍/카페,다방/커피숍/카페,에이데이,서울특별시 마포구 상수동 93-86 1층왼쪽,,서울특별시 마포구 상수동 93-86 1층왼쪽,126.922817,37.549091,정좌표,1.14E+18,구주소,서울특별시 마포구 와우산로 51,서울특별시 마포구 상수동 93-86,4049
Point (193116.43512995392666198 450062.78803503804374486),음식,유흥주점,호프/맥주,드림오션홍대점,서울특별시 마포구 서교동 409-1 지하1층,,서울특별시 마포구 서교동 409-1 지하1층,126.922102,37.550058,정좌표,1.14E+18,구주소,서울특별시 마포구 와우산로17길 15,서울특별시 마포구 서교동 409-1,4049
Point (193119.83864572268794291 450117.8353068606229499),음식,유흥주점,호프/맥주,더매인,서울특별시 마포구 서교동 407-26 3층,,서울특별시 마포구 서교동 407-26 3층,126.92214,37.550554,정좌표,1.14E+18,구주소,서울특별시 마포구 잔다리로 7,서울특별시 마포구 서교동 407-26,4049
Point (192735.31830694171367213 450071.65865404834039509),음식,유흥주점,빠/카페/스탠드빠,레자브르 피아노의 숲,서울특별시 마포구 서교동 397-10,,서울특별시 마포구 서교동 397-10,126.917789,37.550135,정좌표,1.14E+18,구주소,서울특별시 마포구 독막로3길 46,서울특별시 마포구 서교동 397-10,4047
Point (193148.50334633031161502 450052.10666943888645619),음식,양식,정통양식/경양식,키라키라히카루,서울특별시 마포구 서교동 410-3 1층,02-337-1674,서울특별시 마포구 서교동 410-3 1층,126.922465,37.549962,정좌표,1.14E+18,구주소,서울특별시 마포구 와우산로15길 10,서울특별시 마포구 서교동 410-3,4049
Point (193012.03132973387255333 449906.60399394645355642),음식,유흥주점,빠/카페/스탠드빠,미즈모렌,서울특별시 마포구 서교동 411-12 1층,,서울특별시 마포구 서교동 411-12 1층,126.920922,37.54865,정좌표,1.14E+18,구주소,서울특별시 마포구 와우산로15길 49,서울특별시 마포구 서교동 411-12,4049
Point (192986.21745417770580389 449894.30607219680678099),음식,한식,한식/백반/한정식,미스터훈남,서울특별시 마포구 서교동 411-15 1층,,서울특별시 마포구 서교동 411-15 1층,126.92063,37.548539,정좌표,1.14E+18,구주소,서울특별시 마포구 어울마당로 40,서울특별시 마포구 서교동 411-15,4049
Point (192920.68854187789838761 449941.64256729453336447),음식,양식,정통양식/경양식,피치,서울특별시 마포구 서교동 402-14 1층,,서울특별시 마포구 서교동 402-14 1층,126.919888,37.548965,정좌표,1.14E+18,구주소,서울특별시 마포구 독막로9길 14,서울특별시 마포구 서교동 402-14,4048
Point (192906.96449206685065292 450013.46355752396630123),음식,다방/커피숍/카페,다방/커피숍/카페,토이,서울특별시 마포구 서교동 404-19 갈물빌딩 3층,,서울특별시 마포구 서교동 404-19 갈물빌딩 3층,126.919732,37.549612,정좌표,1.14E+18,구주소,서울특별시 마포구 독막로7길 42,서울특별시 마포구 서교동 404-19,4048
Point (192503.35786490773898549 449975.19410625525051728),음식,한식,한식/백반/한정식,투데이,서울특별시 마포구 서교동 394-22,02-324-3088,서울특별시 마포구 서교동 394-22,126.915165,37.549264,정좌표,1.14E+18,구주소,서울특별시 마포구 양화로6길 17,서울특별시 마포구 서교동 394-22,4044
Point (193051.96042434679111466 450102.02050404256442562),음식,유흥주점,호프/맥주,스토리텔링,서울특별시 마포구 서교동 407-21 4층,,서울특별시 마포구 서교동 407-21 4층,126.921372,37.550411,정좌표,1.14E+18,구주소,서울특별시 마포구 어울마당로 60,서울특별시 마포구 서교동 407-21,4049
Point (193052.21856064681196585 449988.03552835911978036),음식,유흥주점,호프/맥주,오백만원하고도안바꾼다저천년묵은빗소리,서울특별시 마포구 서교동 408-17 외1필지 B1층,,서울특별시 마포구 서교동 408-17 외1필지 B1층,126.921376,37.549384,정좌표,1.14E+18,구주소,서울특별시 마포구 와우산로17길 19-22,서울특별시 마포구 서교동 408-17,4049
Point (192565.06286994685069658 449903.88430788740515709),음식,한식,갈비/삼겹살,마포숯불생고기,서울특별시 마포구 합정동 413-8 1층,02-3141-5868,서울특별시 마포구 합정동 413-8 1층,126.915864,37.548622,정좌표,1.14E+18,구주소,서울특별시 마포구 독막로 21,서울특별시 마포구 합정동 413-8,4046
Point (193012.0169448999222368 450099.6122696521342732),음식,한식,한식/백반/한정식,스톰,서울특별시 마포구 서교동 405-17,02-322-7603,서울특별시 마포구 서교동 405-17,126.92092,37.550389,정좌표,1.14E+18,구주소,서울특별시 마포구 어울마당로 59,서울특별시 마포구 서교동 405-17,4048
Point (192937.89329482181346975 450013.88116036140127108),음식,유흥주점,빠/카페/스탠드빠,커먼즈,서울특별시 마포구 서교동 404-2 지1층 외1필지,,서울특별시 마포구 서교동 404-2 지1층 외1필지,126.920082,37.549616,정좌표,1.14E+18,구주소,서울특별시 마포구 독막로9길 29,서울특별시 마포구 서교동 404-2,4048
Point (192537.86134557088371366 449921.55579968367237598),음식,패스트푸드,도너츠전문,비알코리아(주)던킨도너츠합정역사점,서울특별시 마포구 합정동 414 합정역 내(6호선),,서울특별시 마포구 합정동 414 합정역 내(6호선),126.915556,37.548781,인근좌표,1.14E+18,구주소,,서울특별시 마포구 합정동 414,NULL
Point (192878.63463914560270496 449849.22545390634331852),음식,한식,갈비/삼겹살,고갈비,서울특별시 마포구 합정동 410-2 외1필지,02-332-4791,서울특별시 마포구 합정동 410-2 외1필지,126.919413,37.548132,정좌표,1.14E+18,구주소,서울특별시 마포구 독막로 55,서울특별시 마포구 합정동 410-2,4048
Point (192855.00490501831518486 449910.95510323939379305),음식,유흥주점,호프/맥주,토토의와인구멍가게,서울특별시 마포구 서교동 401-6 1층,02-335-1557,서울특별시 마포구 서교동 401-6 1층,126.919145,37.548688,정좌표,1.14E+18,구주소,서울특별시 마포구 독막로7길 20,서울특별시 마포구 서교동 401-6,4048
Point (193026.96463944623246789 450010.80924214317929),음식,유흥주점,빠/카페/스탠드빠,미디수와,서울특별시 마포구 서교동 408-13 1층,,서울특별시 마포구 서교동 408-13 1층,126.92109,37.549589,정좌표,1.14E+18,구주소,서울특별시 마포구 어울마당로 52,서울특별시 마포구 서교동 408-13,4049
Point (192778.26742262506741099 450075.17282599379541352),음식,유흥주점,빠/카페/스탠드빠,에뚜와,서울특별시 마포구 서교동 397-1 1층,,서울특별시 마포구 서교동 397-1 1층,126.918275,37.550167,정좌표,1.14E+18,구주소,서울특별시 마포구 양화로10길 40,서울특별시 마포구 서교동 397-1,4047
Point (192700.81606699945405126 449926.29450638254638761),음식,유흥주점,호프/맥주,쿡(KOOK),서울특별시 마포구 서교동 396-36 2층,,서울특별시 마포구 서교동 396-36 2층,126.9174,37.548825,정좌표,1.14E+18,구주소,서울특별시 마포구 양화로6길 57,서울특별시 마포구 서교동 396-36,4047
Point (193115.88687782728811726 449827.71577244921354577),음식,유흥주점,빠/카페/스탠드빠,디디다,서울특별시 마포구 상수동 310-14,,서울특별시 마포구 상수동 310-14,126.922098,37.54794,정좌표,1.14E+18,구주소,서울특별시 마포구 독막로 77,서울특별시 마포구 상수동 310-14,4049
Point (192690.25850532948970795 449979.24510163173545152),음식,유흥주점,빠/카페/스탠드빠,씨비에스씨 인터네셔널,서울특별시 마포구 서교동 396-55 지하1층,02-326-6230,서울특별시 마포구 서교동 396-55 지하1층,126.91728,37.549302,정좌표,1.14E+18,구주소,서울특별시 마포구 독막로3길 24-7,서울특별시 마포구 서교동 396-55,4047
Point (193181.1388315258664079 450086.48612321942346171),음식,양식,정통양식/경양식,고고스2,서울특별시 마포구 서교동 407-3,02-337-8083,서울특별시 마포구 서교동 407-3,126.922834,37.550272,정좌표,1.14E+18,구주소,서울특별시 마포구 와우산로 63,서울특별시 마포구 서교동 407-3,4049
Point (192933.02537206301349215 450004.78427741467021406),음식,유흥주점,빠/카페/스탠드빠,스위티에,서울특별시 마포구 서교동 404-18 1~2층,02-326-1793,서울특별시 마포구 서교동 404-18 1~2층,126.920027,37.549534,정좌표,1.14E+18,구주소,서울특별시 마포구 독막로9길 27,서울특별시 마포구 서교동 404-18,4048
Point (193054.98535327761783265 449915.11405580048449337),음식,양식,정통양식/경양식,담담2595,서울특별시 마포구 상수동 312-4 지1층,,서울특별시 마포구 상수동 312-4 지1층,126.921408,37.548727,정좌표,1.14E+18,구주소,서울특별시 마포구 와우산로11길 28,서울특별시 마포구 상수동 312-4,4049
Point (193181.79484088424942456 450024.44324833678547293),음식,분식,라면김밥분식,산타페,서울특별시 마포구 상수동 86-53,02-3141-2733,서울특별시 마포구 상수동 86-53,126.922842,37.549713,정좌표,1.14E+18,구주소,서울특별시 마포구 와우산로 59,서울특별시 마포구 상수동 86-53,4049
Point (192976.29558731243014336 450074.22612169245257974),음식,한식,한식/백반/한정식,공간,서울특별시 마포구 서교동 404-8 1층,02-322-5595,서울특별시 마포구 서교동 404-8 1층,126.920516,37.55016,정좌표,1.14E+18,구주소,서울특별시 마포구 독막로9길 43,서울특별시 마포구 서교동 404-8,4048
